"WRITE;""0.0"";"""";""969521604"";""9.695216 s"""
"WRITE;""0.0"";"""";""969621708"";""9.696217 s"""
"WRITE;""0.0"";"""";""969721703"";""9.697217 s"""
"WRITE;""0.0"";"""";""969821897"";""9.698219 s"""
"WRITE;""0.0"";"""";""969921700"";""9.699217 s"""
"WRITE;""0.0"";"""";""970021699"";""9.700217 s"""
"WRITE;""0.0"";"""";""970121702"";""9.701217 s"""
"WRITE;""0.0"";"""";""970221698"";""9.702217 s"""
"WRITE;""0.0"";"""";""970321698"";""9.703217 s"""
"WRITE;""0.0"";"""";""970421698"";""9.704217 s"""
"WRITE;""0.0"";"""";""970521694"";""9.705217 s"""
"WRITE;""0.0"";"""";""970621692"";""9.706217 s"""
"WRITE;""88.00379"";"""";""970722303"";""9.707223 s"""
"WRITE;""0.0"";"""";""970821733"";""9.708217 s"""
"WRITE;""0.0"";"""";""970921732"";""9.709217 s"""
"WRITE;""88.00379"";"""";""971022298"";""9.710223 s"""
"WRITE;""0.0"";"""";""971121733"";""9.711217 s"""
"WRITE;""88.00378"";"""";""971222315"";""9.712223 s"""
"WRITE;""88.0038"";"""";""971322293"";""9.713223 s"""
"WRITE;""0.0"";"""";""971421727"";""9.714217 s"""
"WRITE;""88.00378"";"""";""971522462"";""9.715225 s"""
"WRITE;""88.00378"";"""";""971622310"";""9.716223 s"""
"WRITE;""0.0"";"""";""971721743"";""9.717217 s"""
"WRITE;""88.00383"";"""";""971822308"";""9.718223 s"""
"WRITE;""88.00378"";"""";""971922323"";""9.719223 s"""
"WRITE;""88.00378"";"""";""972022311"";""9.720223 s"""
"WRITE;""88.00378"";"""";""972122309"";""9.721223 s"""
"WRITE;""88.00383"";"""";""972222306"";""9.722223 s"""
"WRITE;""88.00373"";"""";""972322305"";""9.723223 s"""
"WRITE;""88.00383"";"""";""972422304"";""9.724223 s"""
"WRITE;""88.00383"";"""";""972522302"";""9.725223 s"""
"WRITE;""88.00373"";"""";""972622301"";""9.726223 s"""
"WRITE;""88.00383"";"""";""972722281"";""9.727223 s"""
"WRITE;""88.00383"";"""";""972822304"";""9.728223 s"""
"WRITE;""88.00373"";"""";""972922299"";""9.729223 s"""
"WRITE;""88.00383"";"""";""973022297"";""9.730223 s"""
"WRITE;""88.00373"";"""";""973122297"";""9.731223 s"""
"WRITE;""176.00766"";"""";""973222486"";""9.732225 s"""
"WRITE;""88.00373"";"""";""973322294"";""9.733223 s"""
"WRITE;""88.00373"";"""";""973422293"";""9.734223 s"""
"WRITE;""88.00392"";"""";""973522292"";""9.735223 s"""
"WRITE;""176.00746"";"""";""973622291"";""9.736223 s"""
"WRITE;""88.00392"";"""";""973722292"";""9.737223 s"""
"WRITE;""88.00373"";"""";""973822292"";""9.738223 s"""
"WRITE;""176.00766"";"""";""973922287"";""9.739223 s"""
"WRITE;""88.00373"";"""";""974022265"";""9.740223 s"""
"WRITE;""176.00766"";"""";""974122286"";""9.741223 s"""
"WRITE;""88.00373"";"""";""974222285"";""9.742223 s"""
"WRITE;""176.00746"";"""";""974322283"";""9.743223 s"""
"WRITE;""88.00392"";"""";""974422284"";""9.744223 s"""
"WRITE;""176.00746"";"""";""974522290"";""9.745223 s"""
"WRITE;""88.00392"";"""";""974622282"";""9.746223 s"""
"WRITE;""176.00746"";"""";""974722281"";""9.747223 s"""
"WRITE;""88.00392"";"""";""974822281"";""9.748223 s"""
"WRITE;""176.00746"";"""";""974922429"";""9.749224 s"""
"WRITE;""88.00392"";"""";""975022279"";""9.750223 s"""
"WRITE;""176.00746"";"""";""975122278"";""9.751223 s"""
"WRITE;""88.00392"";"""";""975222276"";""9.752223 s"""
"WRITE;""176.00746"";"""";""975322462"";""9.753225 s"""
"WRITE;""176.00746"";"""";""975422430"";""9.754224 s"""
"WRITE;""88.00392"";"""";""975522429"";""9.755224 s"""
"WRITE;""176.00746"";"""";""975622429"";""9.756224 s"""
"WRITE;""88.00392"";"""";""975722425"";""9.757224 s"""
"WRITE;""176.00746"";"""";""975822423"";""9.758224 s"""
"WRITE;""176.00784"";"""";""975922424"";""9.759224 s"""
"WRITE;""176.00746"";"""";""976022402"";""9.760224 s"""
"WRITE;""88.00392"";"""";""976122424"";""9.761224 s"""
"WRITE;""176.00746"";"""";""976222425"";""9.762224 s"""
"WRITE;""176.00746"";"""";""976322420"";""9.763224 s"""
"WRITE;""88.00392"";"""";""976422420"";""9.764224 s"""
"WRITE;""176.00746"";"""";""976522420"";""9.765224 s"""
"WRITE;""176.00746"";"""";""976622609"";""9.766226 s"""
"WRITE;""176.00784"";"""";""976722416"";""9.767224 s"""
"WRITE;""176.00784"";"""";""976822414"";""9.768224 s"""
"WRITE;""88.00354"";"""";""976922413"";""9.769224 s"""
"WRITE;""176.00784"";"""";""977022415"";""9.770224 s"""
"WRITE;""176.00708"";"""";""977122413"";""9.771224 s"""
"WRITE;""176.00784"";"""";""977222412"";""9.772224 s"""
"WRITE;""176.00708"";"""";""977322411"";""9.773224 s"""
"WRITE;""88.0043"";"""";""977422407"";""9.774224 s"""
"WRITE;""176.00708"";"""";""977522406"";""9.775224 s"""
"WRITE;""176.00784"";"""";""977622406"";""9.776224 s"""
"WRITE;""176.00784"";"""";""977722404"";""9.777224 s"""
"WRITE;""176.00708"";"""";""977822407"";""9.778224 s"""
"WRITE;""176.00784"";"""";""977922408"";""9.779224 s"""
"WRITE;""176.00784"";"""";""978022403"";""9.780224 s"""
"WRITE;""88.00354"";"""";""978122402"";""9.781224 s"""
"WRITE;""176.00784"";"""";""978222403"";""9.782224 s"""
"WRITE;""176.00708"";"""";""978322556"";""9.783226 s"""
"WRITE;""176.00784"";"""";""978422405"";""9.784224 s"""
"WRITE;""176.00784"";"""";""978522404"";""9.785224 s"""
"WRITE;""176.00708"";"""";""978622403"";""9.786224 s"""
"WRITE;""176.00784"";"""";""978722434"";""9.787224 s"""
"WRITE;""176.00784"";"""";""978822403"";""9.788224 s"""
"WRITE;""176.00708"";"""";""978922402"";""9.789224 s"""
"WRITE;""88.0043"";"""";""979022401"";""9.790224 s"""
"WRITE;""176.00708"";"""";""979122398"";""9.791224 s"""
"WRITE;""176.00784"";"""";""979222397"";""9.792224 s"""
"WRITE;""176.00784"";"""";""979322396"";""9.793224 s"""
"WRITE;""176.00708"";"""";""979422395"";""9.794224 s"""
"WRITE;""176.00784"";"""";""979522385"";""9.795224 s"""
"WRITE;""176.00784"";"""";""979622397"";""9.796224 s"""
"WRITE;""176.00708"";"""";""979722392"";""9.797224 s"""
"WRITE;""176.00784"";"""";""979822392"";""9.798224 s"""
"WRITE;""176.00784"";"""";""979922391"";""9.799224 s"""
"WRITE;""176.00708"";"""";""980022580"";""9.800226 s"""
"WRITE;""176.00784"";"""";""980122389"";""9.801224 s"""
"WRITE;""176.00784"";"""";""980222387"";""9.802224 s"""
"WRITE;""176.00708"";"""";""980322388"";""9.803224 s"""
"WRITE;""176.00784"";"""";""980422388"";""9.804224 s"""
"WRITE;""176.00708"";"""";""980522388"";""9.805224 s"""
"WRITE;""176.0086"";"""";""980622386"";""9.806224 s"""
"WRITE;""176.00708"";"""";""980722385"";""9.807224 s"""
"WRITE;""176.00708"";"""";""980822382"";""9.808224 s"""
"WRITE;""176.0086"";"""";""980922381"";""9.809224 s"""
"WRITE;""176.00708"";"""";""981022382"";""9.810224 s"""
"WRITE;""176.00708"";"""";""981121807"";""9.811218 s"""
"WRITE;""176.0086"";"""";""981221808"";""9.812218 s"""
"WRITE;""176.00708"";"""";""981321809"";""9.813218 s"""
"WRITE;""176.00708"";"""";""981421804"";""9.814218 s"""
"WRITE;""176.0086"";"""";""981521805"";""9.815218 s"""
"WRITE;""176.00708"";"""";""981621803"";""9.816218 s"""
"WRITE;""176.00708"";"""";""981721951"";""9.817220 s"""
"WRITE;""176.00708"";"""";""981821801"";""9.818218 s"""
"WRITE;""176.0086"";"""";""981921799"";""9.819218 s"""
"WRITE;""176.00708"";"""";""982021798"";""9.820218 s"""
"WRITE;""176.00708"";"""";""982121828"";""9.821218 s"""
"WRITE;""176.0086"";"""";""982221798"";""9.822218 s"""
"WRITE;""176.00708"";"""";""982321797"";""9.823218 s"""
"WRITE;""176.00708"";"""";""982421794"";""9.824218 s"""
"WRITE;""176.0086"";"""";""982521793"";""9.825218 s"""
"WRITE;""176.00708"";"""";""982621794"";""9.826218 s"""
"WRITE;""176.00708"";"""";""982721791"";""9.827218 s"""
"WRITE;""176.0086"";"""";""982821790"";""9.828218 s"""
"WRITE;""176.00708"";"""";""982921791"";""9.829218 s"""
"WRITE;""176.00708"";"""";""983021792"";""9.830218 s"""
"WRITE;""176.0086"";"""";""983121787"";""9.831218 s"""
"WRITE;""264.01062"";"""";""983221788"";""9.832218 s"""
"WRITE;""176.0086"";"""";""983321786"";""9.833218 s"""
"WRITE;""176.00708"";"""";""983421975"";""9.834220 s"""
"WRITE;""176.00708"";"""";""983521784"";""9.835218 s"""
"WRITE;""176.0086"";"""";""983621782"";""9.836218 s"""
"WRITE;""176.00708"";"""";""983721781"";""9.837218 s"""
"WRITE;""176.00708"";"""";""983821782"";""9.838218 s"""
"WRITE;""176.0086"";"""";""983921781"";""9.839218 s"""
"WRITE;""176.00708"";"""";""984021780"";""9.840218 s"""
"WRITE;""176.00708"";"""";""984121777"";""9.841218 s"""
"WRITE;""176.0086"";"""";""984221776"";""9.842218 s"""
"WRITE;""176.00708"";"""";""984321777"";""9.843218 s"""
"WRITE;""176.00708"";"""";""984421774"";""9.844218 s"""
"WRITE;""176.00708"";"""";""984521773"";""9.845218 s"""
"WRITE;""264.01215"";"""";""984621774"";""9.846218 s"""
"WRITE;""176.00708"";"""";""984721775"";""9.847218 s"""
"WRITE;""176.0086"";"""";""984821770"";""9.848218 s"""
"WRITE;""176.00708"";"""";""984921771"";""9.849218 s"""
"WRITE;""176.00708"";"""";""985021769"";""9.850218 s"""
"WRITE;""176.0086"";"""";""985121917"";""9.851219 s"""
"WRITE;""176.00708"";"""";""985221767"";""9.852218 s"""
"WRITE;""176.00708"";"""";""985321765"";""9.853218 s"""
"WRITE;""176.0086"";"""";""985421764"";""9.854218 s"""
"WRITE;""176.00708"";"""";""985521794"";""9.855218 s"""
"WRITE;""176.00708"";"""";""985621764"";""9.856218 s"""
"WRITE;""176.0086"";"""";""985721763"";""9.857218 s"""
"WRITE;""176.00708"";"""";""985821739"";""9.858217 s"""
"WRITE;""176.00708"";"""";""985921760"";""9.859218 s"""
"WRITE;""264.01215"";"""";""986021761"";""9.860218 s"""
"WRITE;""176.00708"";"""";""986121758"";""9.861218 s"""
"WRITE;""176.00708"";"""";""986221757"";""9.862218 s"""
"WRITE;""176.0086"";"""";""986321758"";""9.863218 s"""
"WRITE;""176.00708"";"""";""986421759"";""9.864218 s"""
"WRITE;""176.00708"";"""";""986521754"";""9.865218 s"""
"WRITE;""176.0086"";"""";""986621755"";""9.866218 s"""
"WRITE;""176.00708"";"""";""986721753"";""9.867218 s"""
"WRITE;""176.00708"";"""";""986821942"";""9.868219 s"""
"WRITE;""176.0086"";"""";""986921751"";""9.869218 s"""
"WRITE;""264.01062"";"""";""987021749"";""9.870217 s"""
"WRITE;""176.0086"";"""";""987121748"";""9.871217 s"""
"WRITE;""176.00708"";"""";""987221749"";""9.872217 s"""
"WRITE;""176.00708"";"""";""987321748"";""9.873217 s"""
"WRITE;""176.00708"";"""";""987421747"";""9.874217 s"""
"WRITE;""176.0086"";"""";""987521743"";""9.875217 s"""
"WRITE;""176.00708"";"""";""987621742"";""9.876217 s"""
"WRITE;""176.00708"";"""";""987721743"";""9.877217 s"""
"WRITE;""176.00708"";"""";""987821740"";""9.878217 s"""
"WRITE;""176.01013"";"""";""987921739"";""9.879217 s"""
"WRITE;""176.00708"";"""";""988021740"";""9.880217 s"""
"WRITE;""264.01062"";"""";""988121741"";""9.881217 s"""
"WRITE;""176.00708"";"""";""988221736"";""9.882217 s"""
"WRITE;""176.00708"";"""";""988321737"";""9.883217 s"""
"WRITE;""176.00708"";"""";""988421735"";""9.884217 s"""
"WRITE;""176.01013"";"""";""988521883"";""9.885219 s"""
"WRITE;""176.00708"";"""";""988621733"";""9.886217 s"""
"WRITE;""176.00708"";"""";""988721731"";""9.887217 s"""
"WRITE;""176.00708"";"""";""988821730"";""9.888217 s"""
"WRITE;""176.00708"";"""";""988921760"";""9.889218 s"""
"WRITE;""264.01367"";"""";""989021730"";""9.890217 s"""
"WRITE;""176.00708"";"""";""989121729"";""9.891217 s"""
"WRITE;""176.00708"";"""";""989221726"";""9.892217 s"""
"WRITE;""176.00708"";"""";""989321725"";""9.893217 s"""
"WRITE;""176.00708"";"""";""989421726"";""9.894217 s"""
"WRITE;""176.00708"";"""";""989521731"";""9.895217 s"""
"WRITE;""176.01013"";"""";""989621722"";""9.896217 s"""
"WRITE;""176.00708"";"""";""989721723"";""9.897217 s"""
"WRITE;""176.00708"";"""";""989821724"";""9.898217 s"""
"WRITE;""176.00708"";"""";""989921719"";""9.899217 s"""
"WRITE;""264.01062"";"""";""990021720"";""9.900217 s"""
"WRITE;""176.00708"";"""";""990121718"";""9.901217 s"""
"WRITE;""176.01013"";"""";""990221907"";""9.902219 s"""
"WRITE;""176.00708"";"""";""990321716"";""9.903217 s"""
"WRITE;""176.00708"";"""";""990421714"";""9.904217 s"""
"WRITE;""176.00708"";"""";""990521713"";""9.905217 s"""
"WRITE;""176.00708"";"""";""990621714"";""9.906217 s"""
"WRITE;""176.00708"";"""";""990721713"";""9.907217 s"""
"WRITE;""264.01367"";"""";""990821712"";""9.908217 s"""
"WRITE;""176.00708"";"""";""990921709"";""9.909217 s"""
"WRITE;""176.00708"";"""";""991021708"";""9.910217 s"""
"WRITE;""176.00708"";"""";""991121709"";""9.911217 s"""
"WRITE;""176.00708"";"""";""991221706"";""9.912217 s"""
"WRITE;""176.00708"";"""";""991321705"";""9.913217 s"""
"WRITE;""176.01013"";"""";""991421706"";""9.914217 s"""
"WRITE;""176.00708"";"""";""991521707"";""9.915217 s"""
"WRITE;""176.00708"";"""";""991621702"";""9.916217 s"""
"WRITE;""176.00708"";"""";""991721703"";""9.917217 s"""
"WRITE;""264.01062"";"""";""991821701"";""9.918217 s"""
"WRITE;""176.01013"";"""";""991921849"";""9.919218 s"""
"WRITE;""176.00708"";"""";""992021699"";""9.920217 s"""
"WRITE;""176.00708"";"""";""992121697"";""9.921217 s"""
"WRITE;""176.00708"";"""";""992221696"";""9.922217 s"""
"WRITE;""176.00708"";"""";""992321726"";""9.923217 s"""
"WRITE;""176.00708"";"""";""992421696"";""9.924217 s"""
"WRITE;""176.01013"";"""";""992521695"";""9.925217 s"""
"WRITE;""264.01062"";"""";""992621692"";""9.926217 s"""
"WRITE;""176.00708"";"""";""992721691"";""9.927217 s"""
"WRITE;""176.00708"";"""";""992821692"";""9.928217 s"""
"WRITE;""176.00708"";"""";""992921689"";""9.929217 s"""
"WRITE;""176.00708"";"""";""993021688"";""9.930217 s"""
"WRITE;""176.01013"";"""";""993121689"";""9.931217 s"""
"WRITE;""176.00708"";"""";""993221690"";""9.932217 s"""
"WRITE;""176.00708"";"""";""993321685"";""9.933217 s"""
"WRITE;""176.00708"";"""";""993421686"";""9.934217 s"""
"WRITE;""264.01062"";"""";""993521684"";""9.935217 s"""
"WRITE;""176.00708"";"""";""993621873"";""9.936219 s"""
"WRITE;""176.01013"";"""";""993721682"";""9.937217 s"""
"WRITE;""176.00708"";"""";""993821680"";""9.938217 s"""
"WRITE;""176.00708"";"""";""993921679"";""9.939217 s"""
"WRITE;""176.00708"";"""";""994021680"";""9.940217 s"""
"WRITE;""176.00708"";"""";""994121679"";""9.941217 s"""
"WRITE;""176.00708"";"""";""994221678"";""9.942217 s"""
"WRITE;""264.01367"";"""";""994321675"";""9.943217 s"""
"WRITE;""176.00708"";"""";""994421674"";""9.944217 s"""
