WRITE,0.0,,984719098.0,9.847191 s
WRITE,0.0,,984819109.0,9.848191 s
WRITE,0.0,,984919106.0,9.849191 s
WRITE,0.0,,985019106.0,9.850191 s
WRITE,0.0,,985119104.0,9.851191 s
WRITE,0.0,,985219103.0,9.852191 s
WRITE,0.0,,985319102.0,9.853191 s
WRITE,0.0,,985419101.0,9.854191 s
WRITE,0.0,,985519100.0,9.855191 s
WRITE,0.0,,985619099.0,9.856191 s
WRITE,88.00379,,985719722.0,9.857197 s
WRITE,0.0,,985819154.0,9.858192 s
WRITE,0.0,,985919153.0,9.859192 s
WRITE,0.0,,986019152.0,9.860192 s
WRITE,0.0,,986119151.0,9.861192 s
WRITE,0.0,,986219150.0,9.862192 s
WRITE,0.0,,986319297.0,9.863193 s
WRITE,0.0,,986419148.0,9.864191 s
WRITE,0.0,,986519147.0,9.865191 s
WRITE,0.0,,986619146.0,9.866191 s
WRITE,0.0,,986719175.0,9.867192 s
WRITE,0.0,,986819144.0,9.868191 s
WRITE,0.0,,986919143.0,9.869191 s
WRITE,0.0,,987019142.0,9.870191 s
WRITE,0.0,,987119141.0,9.871191 s
WRITE,0.0,,987219140.0,9.872191 s
WRITE,0.0,,987319139.0,9.873191 s
WRITE,0.0,,987419139.0,9.874191 s
WRITE,88.00379,,987519703.0,9.875197 s
WRITE,0.0,,987619136.0,9.876191 s
WRITE,0.0,,987719135.0,9.877191 s
WRITE,0.0,,987819134.0,9.878191 s
WRITE,0.0,,987919133.0,9.879191 s
WRITE,0.0,,988019322.0,9.880193 s
WRITE,0.0,,988119131.0,9.881191 s
WRITE,0.0,,988219130.0,9.882191 s
WRITE,0.0,,988319129.0,9.883191 s
WRITE,0.0,,988419128.0,9.884191 s
WRITE,0.0,,988519127.0,9.885191 s
WRITE,0.0,,988619126.0,9.886191 s
WRITE,0.0,,988719125.0,9.887191 s
WRITE,88.00378,,988819706.0,9.888197 s
WRITE,0.0,,988919140.0,9.889191 s
WRITE,0.0,,989019139.0,9.890191 s
WRITE,0.0,,989119138.0,9.891191 s
WRITE,0.0,,989219137.0,9.892191 s
WRITE,0.0,,989319136.0,9.893191 s
WRITE,0.0,,989419135.0,9.894191 s
WRITE,0.0,,989519134.0,9.895191 s
WRITE,0.0,,989619133.0,9.896191 s
WRITE,0.0,,989719280.0,9.897193 s
WRITE,0.0,,989819131.0,9.898191 s
WRITE,0.0,,989919130.0,9.899191 s
WRITE,88.0038,,990019678.0,9.900197 s
WRITE,0.0,,990119141.0,9.901191 s
WRITE,0.0,,990219110.0,9.902191 s
WRITE,0.0,,990319109.0,9.903191 s
WRITE,0.0,,990419108.0,9.904191 s
WRITE,0.0,,990519107.0,9.905191 s
WRITE,0.0,,990619106.0,9.906191 s
WRITE,0.0,,990719105.0,9.907191 s
WRITE,0.0,,990819105.0,9.908191 s
WRITE,0.0,,990919103.0,9.909191 s
WRITE,0.0,,991019102.0,9.910191 s
WRITE,0.0,,991119101.0,9.911191 s
WRITE,88.00378,,991219682.0,9.912197 s
WRITE,0.0,,991319116.0,9.913191 s
WRITE,0.0,,991419305.0,9.914193 s
WRITE,0.0,,991519114.0,9.915191 s
WRITE,0.0,,991619113.0,9.916191 s
WRITE,0.0,,991719112.0,9.917191 s
WRITE,0.0,,991819111.0,9.918191 s
WRITE,0.0,,991919110.0,9.919191 s
WRITE,0.0,,992019109.0,9.920191 s
WRITE,0.0,,992119108.0,9.921191 s
WRITE,88.00378,,992219672.0,9.922197 s
WRITE,0.0,,992319106.0,9.923191 s
WRITE,0.0,,992419105.0,9.924191 s
WRITE,0.0,,992519104.0,9.925191 s
WRITE,0.0,,992619103.0,9.926191 s
WRITE,0.0,,992719102.0,9.927191 s
WRITE,0.0,,992819101.0,9.928191 s
WRITE,0.0,,992919100.0,9.929191 s
WRITE,0.0,,993019099.0,9.930191 s
WRITE,0.0,,993119246.0,9.931192 s
WRITE,0.0,,993219097.0,9.932191 s
WRITE,0.0,,993319096.0,9.933191 s
WRITE,88.00383,,993419660.0,9.934197 s
WRITE,0.0,,993519124.0,9.935191 s
WRITE,0.0,,993619093.0,9.936191 s
WRITE,0.0,,993719092.0,9.937191 s
WRITE,0.0,,993819091.0,9.938191 s
WRITE,0.0,,993919090.0,9.939191 s
WRITE,0.0,,994019089.0,9.940191 s
WRITE,0.0,,994119088.0,9.941191 s
WRITE,0.0,,994219087.0,9.942191 s
WRITE,0.0,,994319086.0,9.943191 s
WRITE,88.00378,,994419634.0,9.944196 s
WRITE,0.0,,994519067.0,9.945191 s
WRITE,0.0,,994619066.0,9.946191 s
WRITE,0.0,,994719065.0,9.947191 s
WRITE,0.0,,994819254.0,9.948193 s
WRITE,0.0,,994919063.0,9.949191 s
WRITE,0.0,,995019062.0,9.950191 s
WRITE,0.0,,995119061.0,9.951191 s
WRITE,0.0,,995219060.0,9.952191 s
WRITE,0.0,,995319059.0,9.953191 s
WRITE,88.00378,,995419642.0,9.954196 s
WRITE,0.0,,995519076.0,9.955191 s
WRITE,0.0,,995619075.0,9.956191 s
WRITE,0.0,,995719074.0,9.957191 s
WRITE,0.0,,995819073.0,9.958191 s
WRITE,0.0,,995919072.0,9.959191 s
WRITE,0.0,,996019071.0,9.960191 s
WRITE,0.0,,996119070.0,9.961191 s
WRITE,0.0,,996219070.0,9.962191 s
WRITE,0.0,,996319068.0,9.963191 s
WRITE,88.00378,,996419630.0,9.964196 s
WRITE,0.0,,996519212.0,9.965192 s
WRITE,0.0,,996619063.0,9.966191 s
WRITE,0.0,,996719062.0,9.967191 s
WRITE,0.0,,996819061.0,9.968191 s
WRITE,0.0,,996919090.0,9.969191 s
WRITE,0.0,,997019059.0,9.970191 s
WRITE,0.0,,997119058.0,9.971191 s
WRITE,0.0,,997219057.0,9.972191 s
WRITE,0.0,,997319056.0,9.973191 s
WRITE,88.00383,,997419620.0,9.974196 s
WRITE,0.0,,997519054.0,9.975191 s
WRITE,0.0,,997619053.0,9.976191 s
WRITE,0.0,,997719052.0,9.977191 s
WRITE,0.0,,997819051.0,9.978191 s
WRITE,0.0,,997919050.0,9.979191 s
WRITE,0.0,,998019049.0,9.980190 s
WRITE,0.0,,998119048.0,9.981190 s
WRITE,0.0,,998219237.0,9.982192 s
WRITE,88.00373,,998319611.0,9.983196 s
WRITE,0.0,,998419045.0,9.984190 s
WRITE,0.0,,998519044.0,9.985190 s
WRITE,0.0,,998619043.0,9.986190 s
WRITE,0.0,,998719042.0,9.987190 s
WRITE,0.0,,998819041.0,9.988190 s
WRITE,0.0,,998919040.0,9.989190 s
WRITE,0.0,,999019039.0,9.990190 s
WRITE,0.0,,999119038.0,9.991190 s
WRITE,0.0,,999219037.0,9.992190 s
WRITE,88.00383,,999319601.0,9.993196 s
WRITE,0.0,,999419035.0,9.994190 s
WRITE,0.0,,999519034.0,9.995190 s
WRITE,0.0,,999619033.0,9.996190 s
WRITE,0.0,,999719032.0,9.997190 s
WRITE,0.0,,999819031.0,9.998190 s
WRITE,0.0,,999919178.0,9.999192 s
WRITE,0.0,,1000019029.0,10.000190 s
WRITE,0.0,,1000119028.0,10.001190 s
WRITE,88.00383,,1000219592.0,10.002196 s
WRITE,0.0,,1000319056.0,10.003191 s
WRITE,0.0,,1000419025.0,10.004190 s
WRITE,0.0,,1000519024.0,10.005190 s
WRITE,0.0,,1000619023.0,10.006190 s
WRITE,0.0,,1000719022.0,10.007190 s
WRITE,0.0,,1000819021.0,10.008190 s
WRITE,0.0,,1000919020.0,10.009190 s
WRITE,0.0,,1001019019.0,10.010190 s
WRITE,88.00373,,1001119583.0,10.011196 s
WRITE,0.0,,1001219017.0,10.012190 s
WRITE,0.0,,1001319016.0,10.013190 s
WRITE,0.0,,1001419015.0,10.014190 s
WRITE,0.0,,1001519014.0,10.015190 s
