DUTY : 400,524.2386,30.83672832,950.9038133,"DUTY : 400 
(SELECTED DATA)",550.0183,5.72,32.765034605626,,,Observation,x-mean,(x-mean)^2,,DUTY : 500,713.31024,12.73123068,162.0842346,"DUTY : 500
(SELECTED DATA)",713.3179,8.599367,73.95,,,,Observation,x-mean,(x-mean)^2
,515.6479,22.24602832,494.8857759,,532.8369,-11.46,131.270296155622,,SUM,580240.6011,-1.99999E-05,832593.6418,,,713.31024,12.73123068,162.0842346,,713.3179,8.599367,73.95,,,SUM,494608.7806,-6.9997E-10,256754.7622
,515.6479,22.24602832,494.8857759,,532.8369,-11.46,131.270296155622,,COUNT (N),1176,,1176,,,704.71954,4.14053068,17.14399431,,687.5305,-17.188033,295.43,,,COUNT (N),706,,706
,532.8369,39.43502832,1555.121458,,532.8369,-11.46,131.270296155622,,AVERAGE (MEAN),493.4018717,,,,,713.31024,12.73123068,162.0842346,,721.8933,17.174767,294.97,,,AVERAGE (MEAN),700.5790093,,364.191152
,532.8331,39.43122832,1554.821767,,541.4276,-2.87,8.217538890624,,VARIANCE (s^2),,,708.5903334,,,713.3179,12.73889068,162.2793358,,704.7272,0.008667,0.00,,,VARIANCE (s^2),,,
,524.24243,30.84055832,951.1400373,,532.8369,-11.46,131.270296155622,,Standard Deviation (s),,,,,,704.71954,4.14053068,17.14399431,,696.1212,-8.597333,73.91,,,Standard Deviation (s),,,
,524.24243,30.84055832,951.1400373,,532.8369,-11.46,131.270296155622,,,,,,,,713.31024,12.73123068,162.0842346,,713.3179,8.599367,73.95,,,,,,
,524.2386,30.83672832,950.9038133,,550.0183,5.72,32.765034605626,,,Observation,x-mean,(x-mean)^2,,,704.71954,4.14053068,17.14399431,,713.3026,8.584067,73.69,,,,,,
,532.8369,39.43502832,1555.121458,,550.02594,5.73,32.852556841226,,SUM,16328.82675,,2855.834373409340,,,687.5229,-13.05610932,170.4619906,,704.7272,0.008667,0.00,,,SUM,21141.55599,,4725.310145673430
,532.8369,39.43502832,1555.121458,,550.02594,5.73,32.852556841226,,COUNT (N),30,,30,,,696.12885,-4.45015932,19.80391797,,730.49927,25.780737,664.65,,,COUNT (N),30,,30
