WRITE,0,,0,9.847191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.001,9.848191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.002,9.849191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.003,9.850191,-11.20835669,125.6272597,,,,,,Deviation about the mean,,,,,,,
WRITE,0,,0.004,9.851191,-11.20835669,125.6272597,,,,timestamp,observation,x-mean,(x-mean),,,,,,
WRITE,0,,0.005,9.852191,-11.20835669,125.6272597,,,,1,10,,,,,,,,
WRITE,0,,0.006,9.853191,-11.20835669,125.6272597,,,,2,2,,,,,,,,
WRITE,0,,0.007,9.854191,-11.20835669,125.6272597,,,,3,5,,,,,,,,
WRITE,0,,0.008,9.855191,-11.20835669,125.6272597,,,,4,7,,,,,,,,
WRITE,0,,0.009,9.856191,-11.20835669,125.6272597,,,,5,8,,,,,,,,
WRITE,88.00379,,0.01,9.857197,76.79543331,5897.538577,,,,6,2,,,,,,,,
WRITE,0,,0.011,9.858192,-11.20835669,125.6272597,,,,7,9,,,,,,,,
WRITE,0,,0.012,9.859192,-11.20835669,125.6272597,,,,8,9,,,,,,,,
WRITE,0,,0.013,9.860192,-11.20835669,125.6272597,,,,9,2,,,,,,,,
WRITE,0,,0.014,9.861192,-11.20835669,125.6272597,,,,10,12,,,,,SUM,56938.45198,5.09129E-10,4372613.08
WRITE,0,,0.015,9.862192,-11.20835669,125.6272597,,,,11,10.7,,,,,COUNT (N),5080,5080,5080
WRITE,0,,0.016,9.863193,-11.20835669,125.6272597,,,,12,12,,,,,AVERAGE (MEAN),11.20835669,,
WRITE,0,,0.017,9.864191,-11.20835669,125.6272597,,,,13,13.3,,,,,VARIANCE (s^2),,,860.9200788
WRITE,0,,0.018,9.865191,-11.20835669,125.6272597,,,,14,14.6,,,,,Standard Deviation (s),,,29.34143962
WRITE,0,,0.019,9.866191,-11.20835669,125.6272597,,,,15,15.9,,,,,,,,
WRITE,0,,0.02,9.867192,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.021,9.868191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.022,9.869191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.023,9.870191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.024,9.871191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.025,9.872191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.026,9.873191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.027,9.874191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,88.00379,,0.028,9.875197,76.79543331,5897.538577,,,,,,,,,,,,,
WRITE,0,,0.029,9.876191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.03,9.877191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.031,9.878191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.032,9.879191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.033,9.880193,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.034,9.881191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.035,9.882191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.036,9.883191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.037,9.884191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.038,9.885191,-11.20835669,125.6272597,,,,,,,,,,,,,
WRITE,0,,0.039,9.886191,-11.20835669,125.6272597,,,,,,,,,,,,,
