WRITE,88.00379,2.25657E-07,5.09213E-14,,,,,,,,,,
WRITE,88.00379,2.25657E-07,5.09213E-14,,,,,,,,,,
WRITE,88.00378,-9.77434E-06,9.55378E-11,,,,,,,,,,
WRITE,88.0038,1.02257E-05,1.04564E-10,,,,,,,,,,
WRITE,88.00378,-9.77434E-06,9.55378E-11,,,,,,,,,,
WRITE,88.00378,-9.77434E-06,9.55378E-11,,,,,,,,,,
WRITE,88.00383,4.02257E-05,1.6181E-09,,,,,,,,,,
WRITE,88.00378,-9.77434E-06,9.55378E-11,,,,,,,,,,
WRITE,88.00378,-9.77434E-06,9.55378E-11,,,,,,,,,,
WRITE,88.00378,-9.77434E-06,9.55378E-11,,,,,,,,,,
WRITE,88.00383,4.02257E-05,1.6181E-09,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00383,4.02257E-05,1.6181E-09,,,,,,,SUM,56938.45198,3.336E-10,0.000863201
WRITE,88.00383,4.02257E-05,1.6181E-09,,,,,,,COUNT (N),647,,647
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,AVERAGE (MEAN),88.00378977,,
WRITE,88.00383,4.02257E-05,1.6181E-09,,,,,,,VARIANCE (s^2),,,0.000001336
WRITE,88.00383,4.02257E-05,1.6181E-09,,,,,,,Standard Deviation (s),,,0.001155952
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00383,4.02257E-05,1.6181E-09,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00373,-5.97743E-05,3.57297E-09,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00392,0.000130226,1.69587E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.0043,0.000510226,2.6033E-07,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.0043,0.000510226,2.6033E-07,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.00354,-0.000249774,6.23872E-08,,,,,,,,,,
WRITE,88.0043,0.000510226,2.6033E-07,,,,,,,,,,
