DUTY : 400,524.2386,,,,
,515.6479,,,,
,515.6479,,,,
,532.8369,,,,
,532.8331,,,,
,524.24243,,,,
,524.24243,,,,
,524.2386,,,,
,532.8369,,,,
,532.8369,,,,
,524.2386,,,,
,532.8369,,,,
,532.8369,,,,
,524.2386,,,,
,532.8369,,,,
,524.2386,,,,
,532.8369,,,,
,532.8369,,,,
,524.2386,,,SUM,580240.6011
,524.2462,,,COUNT (N),1176
,524.2386,,,AVERAGE (MEAN),
,541.4276,,,VARIANCE (s^2),
,524.2462,,,Standard Deviation (s),
,532.8293,,,,
,550.02594,,,,
,550.02594,,,,
,550.02594,,,,
,541.4276,,,,
,550.02594,,,,
,550.0183,,,,
,532.8369,,,,
,532.8369,,,,
,532.8369,,,,
,541.4276,,,,
,532.8369,,,,
,532.8369,,,,
,550.0183,,,,
,550.02594,,,,
,550.02594,,,,
,550.0183,,,,
,558.61664,,,,
,558.62427,,,,
,550.0183,,,,
,541.43524,,,,
,532.8293,,,,
,541.43524,,,,
,524.2386,,,,
,532.8369,,,,
,532.8369,,,,
,558.61664,,,,
,550.02594,,,,
,541.4276,,,,
,541.4276,,,,
,550.02594,,,,
,541.4276,,,,
,550.02594,,,,
,558.61664,,,,
,550.02594,,,,
,558.61664,,,,
,550.0183,,,,
,532.8369,,,,
,541.4276,,,,
,515.6479,,,,
,524.2462,,,,
,532.8369,,,,
,550.0183,,,,
,550.02594,,,,
,541.4276,,,,
,532.8369,,,,
,541.4276,,,,
,550.02594,,,,
,558.61664,,,,
,550.02594,,,,
,567.20734,,,,
,541.43524,,,,
,550.0183,,,,
,515.6479,,,,
,532.8369,,,,
,532.8369,,,,
,524.2386,,,,
,541.43524,,,,
,541.4276,,,,
,558.61664,,,,
,541.4276,,,,
,550.02594,,,,
,541.4276,,,,
,550.02594,,,,
,550.02594,,,,
,532.8293,,,,
,550.02594,,,,
,541.4276,,,,
,541.43524,,,,
,524.2386,,,,
,524.2386,,,,
,532.8369,,,,
,532.8369,,,,
,524.2386,,,,
,532.8369,,,,
,524.2386,,,,
,541.43524,,,,
,524.2386,,,,
,541.4276,,,,
,567.21497,,,,
,567.21497,,,,
,550.0183,,,,
,550.02594,,,,
,558.61664,,,,
,550.02594,,,,
,550.02594,,,,
,541.4276,,,,
,550.0183,,,,
,541.43524,,,,
,532.8369,,,,
,541.4276,,,,
,550.0183,,,,
,541.43524,,,,
,532.8369,,,,
,541.4276,,,,
,550.02594,,,,
,541.4276,,,,
,541.4276,,,,
,541.4276,,,,
,550.02594,,,,
,550.02594,,,,
,541.4276,,,,
,550.02594,,,,
,541.4276,,,,
,541.4276,,,,
,515.6479,,,,
,532.8369,,,,
,532.8369,,,,
,524.2462,,,,
,524.23096,,,,
,532.8369,,,,
,532.8369,,,,
,532.8369,,,,
,541.4276,,,,
,541.4276,,,,
,541.4276,,,,
,532.8369,,,,
,541.4276,,,,
,515.6555,,,,
,532.8369,,,,
,532.8369,,,,
,515.64026,,,,
,524.2462,,,,
,524.23096,,,,
,524.2462,,,,
,515.6555,,,,
,515.64026,,,,
,524.2462,,,,
,524.23096,,,,
,515.6555,,,,
,515.64026,,,,
,532.8369,,,,
,532.8369,,,,
,524.2462,,,,
,515.64026,,,,
,524.2462,,,,
,524.2462,,,,
,515.64026,,,,
,515.64026,,,,
,515.6555,,,,
,515.64026,,,,
,515.6555,,,,
,515.64026,,,,
,507.06482,,,,
,515.64026,,,,
,507.04956,,,,
,515.6555,,,,
,507.04956,,,,
,515.64026,,,,
,524.2462,,,,
,524.2462,,,,
,507.04956,,,,
,515.64026,,,,
,498.45886,,,,
,498.45886,,,,
,498.45886,,,,
,489.86816,,,,
,498.45886,,,,
,507.04956,,,,
,507.06482,,,,
,515.64026,,,,
,515.6555,,,,
,507.04956,,,,
,515.64026,,,,
,507.06482,,,,
,515.64026,,,,
,524.2462,,,,
,524.23096,,,,
,515.6555,,,,
,507.04956,,,,
,515.64026,,,,
,498.45886,,,,
,481.27747,,,,
,507.04956,,,,
,507.04956,,,,
,507.06482,,,,
,507.04956,,,,
,515.64026,,,,
,507.06482,,,,
,515.64026,,,,
,524.2462,,,,
,524.23096,,,,
,524.2462,,,,
,524.2462,,,,
